,answers,contexts
249,"The new coronavirus is a respiratory virus known to spread by upper respiratory secretions, including airborne droplets after coughing or sneezing. The virus that causes coronavirus has also been detected in the stool of certain people. So we currently cannot rule out the possibility of the infection being transmitted through food by an infected person who has not thoroughly washed their hands. In the case of hot food, the virus would likely be killed by cooking. This may not be the case with uncooked foods like salads or sandwiches.","Coronaviruses are generally thought to be spread from person to person through respiratory droplets. Currently, there is no evidence to support transmission of COVID-19 associated with food. Before preparing or eating food it is important to always wash your hands with soap and water for at least 20 seconds for general food safety. Throughout the day use a tissue to cover your coughing or sneezing, and wash your hands after blowing your nose, coughing or sneezing, or going to the bathroom."
250,"Currently, there is no evidence that you can get infected with the virus that causes coronavirus by eating food, including wild hunted game meat. However, hunters can get infected with other diseases when processing or eating game. Hunters should always practice good hygiene when processing animals by following these food safety recommendations: Do not harvest animals that appear sick or are found dead. Keep game meat clean and cool the meat down as soon as possible after harvesting the animal. Avoid cutting through the backbone and spinal tissues and do not eat the brains of any wild animal.","When handling and cleaning game: wear rubber or disposable gloves. Do not eat, drink, or smoke. "
251,"When handling and cleaning game: wear rubber or disposable gloves. Do not eat, drink, or smoke. ","Currently, there is no evidence that you can get infected with the virus that causes COVID-19 by eating food, including wild hunted game meat. However, hunters can get infected with other diseases when processing or eating game. Hunters should always practice good hygiene when processing animals by following these food safety recommendations: Do not harvest animals that appear sick or are found dead. Keep game meat clean and cool the meat down as soon as possible after harvesting the animal. Avoid cutting through the backbone and spinal tissues and do not eat the brains of any wild animal."
252,"When finished handling and cleaning game: Wash your hands thoroughly with soap and water. Clean knives, equipment, and surfaces that were in contact with game meat with soap and water and then disinfect them. While these recommendations apply to general food safety practices, if you are concerned about coronavirus, you may use a product on the EPA list of disinfectants for use against the coronavirus virus. Cook all game meat thoroughly (to an internal temperature of 165°F or higher). Check with your state wildlife agency regarding any testing requirements for other diseases and for any specific instructions regarding preparing, transporting, and consuming game meat.","When handling and cleaning game: wear rubber or disposable gloves. Do not eat, drink, or smoke. "
253,Influenza and the virus that causes coronavirus are two very different viruses and the seasonal influenza vaccine will not protect against coronavirus.,Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.
254,"The American College of Allergy, Asthma and Immunology (ACAAI) recently issued a statement emphasizing the importance of controlling allergy and asthma symptoms during the pandemic. They said there is no evidence that intranasal or inhaled corticosteroids increase the risk of getting the coronavirus infection or lead to a worse outcome if you do get infected.","The American College of Allergy, Asthma and Immunology (ACAAI) recently issued a statement emphasizing the importance of controlling allergy and asthma symptoms during the pandemic. They said there is no evidence that intranasal or inhaled corticosteroids increase the risk of getting the COVID-19 infection or lead to a worse outcome if you do get infected."
255,"You're right to be concerned about the flu. Fortunately, the same measures that help prevent the spread of the coronavirus virus — frequent and thorough handwashing, wearing a mask, not touching your face, coughing and sneezing into a tissue or your elbow, avoiding people who are sick, and staying away from people if you're sick — also help to protect against spread of the flu.","If you do get sick with the flu, your doctor can prescribe an antiviral drug that can reduce the severity of your illness and shorten its duration. There are currently no antiviral drugs available to treat COVID-19."
256,"If you do get sick with the flu, your doctor can prescribe an antiviral drug that can reduce the severity of your illness and shorten its duration. There are currently no antiviral drugs available to treat coronavirus.","You're right to be concerned about the flu. Fortunately, the same measures that help prevent the spread of the COVID-19 virus — frequent and thorough handwashing, wearing a mask, not touching your face, coughing and sneezing into a tissue or your elbow, avoiding people who are sick, and staying away from people if you're sick — also help to protect against spread of the flu."
257,"While the flu shot won't protect you from developing coronavirus, it's still a good idea. Most people older than six months can and should get the flu vaccine. Doing so reduces the chances of getting seasonal flu. Even if the vaccine doesn't prevent you from getting the flu, it can decrease the chance of severe symptoms. But again, the flu vaccine will not protect you against this coronavirus.","Yes, it is safe to use corticosteroid nasal sprays to control nasal allergies or inhaled corticosteroids to control asthma symptoms during the COVID-19 pandemic."
258,"Yes, it is safe to use corticosteroid nasal sprays to control nasal allergies or inhaled corticosteroids to control asthma symptoms during the coronavirus pandemic.","While the flu shot won't protect you from developing COVID-19, it's still a good idea. Most people older than six months can and should get the flu vaccine. Doing so reduces the chances of getting seasonal flu. Even if the vaccine doesn't prevent you from getting the flu, it can decrease the chance of severe symptoms. But again, the flu vaccine will not protect you against this coronavirus."
259,"The ACAAI statement was a response to concerns over reports warning against the use of systemic steroids to treat hospitalized coronavirus patients with specific respiratory complications. However, those reports did not refer to healthy individuals using corticosteroid nasal sprays or inhalers to manage allergies or asthma.","Yes, it is safe to use corticosteroid nasal sprays to control nasal allergies or inhaled corticosteroids to control asthma symptoms during the COVID-19 pandemic."
260,"Health experts, school officials, and teachers are all working hard to decide whether to reopen school buildings for in-person learning. To help prevent the spread of coronavirus, schools may limit class sizes, stagger schedules, or offer online learning. Some schools may offer a mix of online and in-person learning. Those schools that have in-person learning may require kids and teachers to wear masks, maintain social distancing, and take other precautions.","Health experts, school officials, and teachers are all working hard to decide whether to reopen school buildings for in-person learning. To help prevent the spread of coronavirus, schools may limit class sizes, stagger schedules, or offer online learning. Some schools may offer a mix of online and in-person learning. Those schools that have in-person learning may require kids and teachers to wear masks, maintain social distancing, and take other precautions."
261,"Some colleges, including California State University, have announced that they will reopen in the fall, largely online-only. Other college institutions, along with public and private elementary and high schools, are trying to figure out how they can open safely, if they can at all this fall. New York, for example, is tentatively planning to reopen its 1,800 public schools in September, along with hundreds of day care sites. But children will not be able to start school and relieve their parents of home schooling and child care duties without shots to protect them against illnesses like measles and chickenpox.","For many places, it’s too early to tell, though an increasing number of American universities and colleges are making plans to reopen."
262,"For many places, it’s too early to tell, though an increasing number of American universities and colleges are making plans to reopen.","Some colleges, including California State University, have announced that they will reopen in the fall, largely online-only. Other college institutions, along with public and private elementary and high schools, are trying to figure out how they can open safely, if they can at all this fall. New York, for example, is tentatively planning to reopen its 1,800 public schools in September, along with hundreds of day care sites. But children will not be able to start school and relieve their parents of home schooling and child care duties without shots to protect them against illnesses like measles and chickenpox."
263,"For schools that do open, students can expect to deal with many safety precautions, including fever checkpoints, limited walking space and mandatory face masks.","For many places, it’s too early to tell, though an increasing number of American universities and colleges are making plans to reopen."
264,"Some institutions are taking steps to limit the semester, including the University of South Carolina, Notre Dame, Rice and Creighton, which will forego a fall break and try to get students home before Thanksgiving in an attempt to avoid a “second wave” of coronavirus infections expected to emerge in late fall.","For schools that do open, students can expect to deal with many safety precautions, including fever checkpoints, limited walking space and mandatory face masks."
265,"Look for emergency warning signs for coronavirus. If someone is showing any of these signs, seek emergency medical care immediately: Trouble breathing, Persistent pain or pressure in the chest, New confusion, Inability to wake or stay awake, or Bluish lips or face. This list is not all possible symptoms. Please call your medical provider for any other symptoms that are severe or concerning to you.","Look for emergency warning signs for COVID-19. If someone is showing any of these signs, seek emergency medical care immediately: Trouble breathing, Persistent pain or pressure in the chest, New confusion, Inability to wake or stay awake, or Bluish lips or face. This list is not all possible symptoms. Please call your medical provider for any other symptoms that are severe or concerning to you."
266,"If you are diagnosed with coronavirus, someone from the health department may call you to check on your health, discuss who you have been around, and ask where you spent time while you may have been able to spread coronavirus to others. You will also be asked to continue to stay at home and self-isolate, away from others. Your name will not be shared with those you came in contact with. The health department staff will not ask you for: money, Social Security number, bank account information, salary information, or credit card numbers. Watch for or monitor your symptoms of coronavirus. If your symptoms worsen or become severe, you should seek medical care.","If you are diagnosed with COVID-19, someone from the health department may call you to check on your health, discuss who you have been around, and ask where you spent time while you may have been able to spread COVID-19 to others. You will also be asked to continue to stay at home and self-isolate, away from others. Your name will not be shared with those you came in contact with. The health department staff will not ask you for: money, Social Security number, bank account information, salary information, or credit card numbers. Watch for or monitor your symptoms of COVID-19. If your symptoms worsen or become severe, you should seek medical care."
267,"If a child is placed on precautionary or mandatory quarantine for coronavirus, but their parent(s) or guardian(s) are not, one of the child’s parents or guardians should consider self-quarantining themselves with the child. Doing so will ensure that quarantined children are not unnecessarily separated from their caregivers for any length of period.","Most people who get COVID-19 will be able to recover at home. CDC has directions for people who are recovering at home and their caregivers, including: Stay home when you are sick, except to get medical care, use a separate room and bathroom for sick household members (if possible), wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, going to the bathroom, and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. Provide your sick household member with clean disposable facemasks to wear at home, if available, to help prevent spreading COVID-19 to others. Clean the sick room and bathroom, as needed, to avoid unnecessary contact with the sick person."
268,"Most people who get coronavirus will be able to recover at home. CDC has directions for people who are recovering at home and their caregivers, including: Stay home when you are sick, except to get medical care, use a separate room and bathroom for sick household members (if possible), wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, going to the bathroom, and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. Provide your sick household member with clean disposable facemasks to wear at home, if available, to help prevent spreading coronavirus to others. Clean the sick room and bathroom, as needed, to avoid unnecessary contact with the sick person.","If a child is placed on precautionary or mandatory quarantine for COVID-19, but their parent(s) or guardian(s) are not, one of the child’s parents or guardians should consider self-quarantining themselves with the child. Doing so will ensure that quarantined children are not unnecessarily separated from their caregivers for any length of period."
269,"Notify your child’s healthcare provider if someone else in your house becomes sick with coronavirus, so they can provide any advice specific for your child.","Notify your child’s healthcare provider if someone else in your house becomes sick with COVID-19, so they can provide any advice specific for your child."
270,Follow the guidelines of the public health authorities in your area on the steps to take or call the local coronavirus helpline.,Follow the guidelines of the public health authorities in your area on the steps to take or call the local COVID-19 helpline.
271,"Be alert for symptoms. Watch for fever, cough, shortness of breath, or other symptoms of coronavirus.","Be alert for symptoms. Watch for fever, cough, shortness of breath, or other symptoms of COVID-19."
272,"Call your doctor if your child has a fever, cough, sore throat, belly pain, vomiting, diarrhea, rash, dizziness, or just doesn't feel well. If your child has been near someone with coronavirus or lived in or traveled to an area where lots of people have coronavirus, tell the doctor. The doctor can decide whether your child: can be treated at home, or should come in for a visit.","If your child with special healthcare needs becomes sick with symptoms of COVID-19, contact your child’s healthcare provider. If your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. If you think your child may have COVID-19, notify the operator so that first responders may be appropriately prepared to protect themselves and others."
273,"If your child with special healthcare needs becomes sick with symptoms of coronavirus, contact your child’s healthcare provider. If your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. If you think your child may have coronavirus, notify the operator so that first responders may be appropriately prepared to protect themselves and others.","Call your doctor if your child has a fever, cough, sore throat, belly pain, vomiting, diarrhea, rash, dizziness, or just doesn't feel well. If your child has been near someone with coronavirus or lived in or traveled to an area where lots of people have coronavirus, tell the doctor. The doctor can decide whether your child: can be treated at home, or should come in for a visit."
274,Take your temperature and follow CDC guidance if you have symptoms.,"If your child with special healthcare needs becomes sick with symptoms of COVID-19, contact your child’s healthcare provider. If your child has new or worsening emergency warning signs, such as trouble breathing, pain or pressure in the chest, confusion or inability to wake them up, or bluish lips or face, call 911. If you think your child may have COVID-19, notify the operator so that first responders may be appropriately prepared to protect themselves and others."
275,Diagnosis may be difficult with only a physical exam because mild cases of coronavirus may appear similar to the flu or a bad cold. A laboratory test can confirm the diagnosis.,Diagnosis may be difficult with only a physical exam because mild cases of COVID-19 may appear similar to the flu or a bad cold. A laboratory test can confirm the diagnosis.
276,"A diagnostic test is performed by inserting a swab (similar to a long Q-tip) into your nose or throat, or by collecting saliva. Usually the swab or saliva sample needs to be sent to a lab, though some tests can be run in a health care provider’s office. If you have symptoms of coronavirus, you should stay home as much as possible while waiting for your test results (and, if you are positive, continue to do so).","A diagnostic test is performed by inserting a swab (similar to a long Q-tip) into your nose or throat, or by collecting saliva. Usually the swab or saliva sample needs to be sent to a lab, though some tests can be run in a health care provider’s office. If you have symptoms of COVID-19, you should stay home as much as possible while waiting for your test results (and, if you are positive, continue to do so)."
277,"Yes, it is possible.","Yes, it is possible."
278,A negative test result means that you most likely do not have coronavirus. You should continue to practice good hand hygiene and physical distancing and wear a face covering. This is especially important if you have symptoms because it is possible you have the virus but the test did not detect it.,A negative test result means that you most likely do not have COVID-19. You should continue to practice good hand hygiene and physical distancing and wear a face covering. This is especially important if you have symptoms because it is possible you have the virus but the test did not detect it.
279,Antibody testing requires getting a blood sample through a finger stick or drawing blood from a vein in your arm. Your blood sample will then be sent to a lab.,Antibody testing requires getting a blood sample through a finger stick or drawing blood from a vein in your arm. Your blood sample will then be sent to a lab.
280,"A positive test result means that antibodies were detected in your blood and that you likely had coronavirus19 at some point in the past. However, it is also possible you did not have coronavirus and the antibodies detected were from an infection with a related virus. This is sometimes called a false positive.","A positive test result means that antibodies were detected in your blood and that you likely had COVID19 at some point in the past. However, it is also possible you did not have COVID-19 and the antibodies detected were from an infection with a related virus. This is sometimes called a false positive."
281,"We do not yet know whether antibodies developed in response to coronavirus protect us from getting it again or, if there is some protection, how long it lasts. It is important that you continue to follow physical distancing, practice good hand hygiene and wear a face covering","We do not yet know whether antibodies developed in response to COVID-19 protect us from getting it again or, if there is some protection, how long it lasts. It is important that you continue to follow physical distancing, practice good hand hygiene and wear a face covering"
282,"A negative test result means that antibodies were not detected in your blood and that you most likely have not had coronavirus. However, it could also mean that you had coronavirus but: there has not been enough time for antibodies to develop, or your body did not produce enough antibodies for the test to be able to detect them, or there were problems with the accuracy of the antibody test that was used.","A negative test result means that antibodies were not detected in your blood and that you most likely have not had COVID-19. However, it could also mean that you had COVID-19 but: there has not been enough time for antibodies to develop, or your body did not produce enough antibodies for the test to be able to detect them, or there were problems with the accuracy of the antibody test that was used."
283,"A positive test result means that you likely had coronavirus at some point in the past. Given the amount of time that has passed, you are likely no longer contagious from that infection. However, we still do not know if you can get coronavirus again.","A positive test result means that you likely had COVID-19 at some point in the past. Given the amount of time that has passed, you are likely no longer contagious from that infection. However, we still do not know if you can get COVID-19 again."
284,"One type of test can tell if someone is currently infected with coronavirus. To do this test, health care providers use a long swab (like a Q-Tip) to take a sample from the nose or throat. They also can test a sample of saliva (spit). Some areas offer drive-thru testing, which lets people stay in their car during the test. At some testing sites, people can swab themselves following directions from the health care team. There also are special kits that families can order to do the test at home.","A blood test that checks for antibodies can tell if someone was infected with coronavirus at least 2–3 weeks before the test. It can't tell if they're infected at the time of the test, which is why it isn't used to diagnose COVID-19."
285,"A blood test that checks for antibodies can tell if someone was infected with coronavirus at least 2–3 weeks before the test. It can't tell if they're infected at the time of the test, which is why it isn't used to diagnose coronavirus.","One type of test can tell if someone is currently infected with coronavirus. To do this test, health care providers use a long swab (like a Q-Tip) to take a sample from the nose or throat. They also can test a sample of saliva (spit). Some areas offer drive-thru testing, which lets people stay in their car during the test. At some testing sites, people can swab themselves following directions from the health care team. There also are special kits that families can order to do the test at home."
286,"A positive test result means that you most likely have coronavirus now and should stay home and take precautions to reduce the risk of spreading the virus, including using a face covering and practicing good hand hygiene and physical distancing.","A positive test result means that you most likely have COVID-19 now and should stay home and take precautions to reduce the risk of spreading the virus, including using a face covering and practicing good hand hygiene and physical distancing."
287,"Antibody testing can help us better understand coronavirus, including how the body responds to the virus and how often the virus causes an infection with symptoms. It can also help us estimate how many people have had coronavirus. These tests are important for public health but hard to interpret for personal health, since we do not yet know if antibodies make people immune to the virus.","Antibody testing can help us better understand COVID-19, including how the body responds to the virus and how often the virus causes an infection with symptoms. It can also help us estimate how many people have had COVID-19. These tests are important for public health but hard to interpret for personal health, since we do not yet know if antibodies make people immune to the virus."
288,"Recommendations for travel change often. Check the CDC's website for the latest updates. Talk to your doctor, and consider where you live, where you're traveling to, and any medical conditions people in your family have.","Recommendations for travel change often. Check the CDC's website for the latest updates. Talk to your doctor, and consider where you live, where you're traveling to, and any medical conditions people in your family have."
289,"Because community transmission of the virus that causes coronavirus is occurring globally, WHO has declared coronavirus a pandemic. CDC recommends that travelers avoid ALL nonessential international travel.","Because community transmission of the virus that causes COVID-19 is occurring globally, WHO has declared COVID-19 a pandemic. CDC recommends that travelers avoid ALL nonessential international travel."
290,"While CDC does not generally issue advisories about travel within the U.S., they are urging reconsideration of domestic travel plans if: Travelling will be to an area with active coronavirus spread; Travel will increase contact with others in crowded or densely inhabited areas; The travelers are at high risk for severe illness if they get coronavirus; or The travelers live with people at high risk for coronavirus.","While CDC does not generally issue advisories about travel within the U.S., they are urging reconsideration of domestic travel plans if: Travelling will be to an area with active COVID-19 spread; Travel will increase contact with others in crowded or densely inhabited areas; The travelers are at high risk for severe illness if they get COVID-19; or The travelers live with people at high risk for COVID-19."
291,"Experts aren't sure what will happen. Some things that may influence what happens with coronavirus include: how effective areas are at controlling its spread, how long it takes to develop medicines to treat coronavirus, how long it takes to develop a coronavirus vaccine.","Experts aren't sure what will happen. Some things that may influence what happens with coronavirus include: how effective areas are at controlling its spread, how long it takes to develop medicines to treat coronavirus, how long it takes to develop a COVID-19 vaccine."
292,"As greater evidence emerges regarding the nature of the virus and the effectiveness of measures used to control the outbreak, predictions relating to the future course of coronavirus will become more reliable.","As greater evidence emerges regarding the nature of the virus and the effectiveness of measures used to control the outbreak, predictions relating to the future course of COVID-19 will become more reliable."
293,"Coronaviruses are named for their appearance: Under the microscope, the viruses look like they are covered with pointed structures that surround them like a corona, or crown.","Coronaviruses are named for their appearance: Under the microscope, the viruses look like they are covered with pointed structures that surround them like a corona, or crown."
294,"On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as coronavirus. In coronavirus, ‘CO’ stands for ‘corona,’ ‘VI’ for ‘virus,’ and ‘D’ for disease. Formerly, this disease was referred to as “2019 novel coronavirus” or “2019-nCoV”.","There are many types of human coronaviruses including some that commonly cause mild upper-respiratory tract illnesses. COVID-19 is a new disease, caused by a novel (or new) coronavirus that has not previously been seen in humans."
295,"There are many types of human coronaviruses including some that commonly cause mild upper-respiratory tract illnesses. coronavirus is a new disease, caused by a novel (or new) coronavirus that has not previously been seen in humans.","On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19. In COVID-19, ‘CO’ stands for ‘corona,’ ‘VI’ for ‘virus,’ and ‘D’ for disease. Formerly, this disease was referred to as “2019 novel coronavirus” or “2019-nCoV”."
296,"Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.​","Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.​"
297,"At this time, CDC has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks.","At this time, CDC has no data to suggest that this new coronavirus or other similar coronaviruses are spread by mosquitoes or ticks."
298,"Review any care plans for your child, such as an asthma action plan, and make sure caregivers and backup caregivers are familiar with these plans.","Review any care plans for your child, such as an asthma action plan, and make sure caregivers and backup caregivers are familiar with these plans."
299,"If you are at higher risk for severe illness from coronavirus, you should: Limit your interactions with other people as much as possible.Take precautions to prevent getting coronavirus when you do interact with others. If you decide to engage in public activities, continue to protect yourself by practicing everyday preventive actions.","Service providers and families should: Routinely clean and disinfect frequently touched objects and surfaces (counters, tabletops, doorknobs, bathroom fixtures, toilets, phones, keyboards, tablets, bedside tables), and equipment such as wheelchairs, scooters, walkers, oxygen tanks and tubing, communication boards, and other assistive devices. ."
300,"Service providers and families should: Routinely clean and disinfect frequently touched objects and surfaces (counters, tabletops, doorknobs, bathroom fixtures, toilets, phones, keyboards, tablets, bedside tables), and equipment such as wheelchairs, scooters, walkers, oxygen tanks and tubing, communication boards, and other assistive devices. .","If you are at higher risk for severe illness from COVID-19, you should: Limit your interactions with other people as much as possible.Take precautions to prevent getting COVID-19 when you do interact with others. If you decide to engage in public activities, continue to protect yourself by practicing everyday preventive actions."
301,"Tell the service provider to: Wear a mask if they will be close (less than 6 feet) to you or persons in your household. Their mask helps protect you if they are infected but do not have symptoms. Also ask them to wash their hands with soap and water or, if unavailable, use hand sanitizer with at least 60% alcohol when they enter your home, before and after helping your child (dressing, bathing/showering, transferring, toileting and/or diapering, feeding), after handling tissues, and after changing linens or doing laundry.","Service providers and families should: Routinely clean and disinfect frequently touched objects and surfaces (counters, tabletops, doorknobs, bathroom fixtures, toilets, phones, keyboards, tablets, bedside tables), and equipment such as wheelchairs, scooters, walkers, oxygen tanks and tubing, communication boards, and other assistive devices. ."
302,"If your child or other persons in your household are sick with coronavirus and are able to recover at home, inform your direct care providers and consider postponing or rescheduling services until the criteria for discontinuing home isolation have been met. Ask service providers if they are experiencing any symptoms of coronavirus, or if they have been in contact with someone who has coronavirus.","Tell the service provider to: Wear a mask if they will be close (less than 6 feet) to you or persons in your household. Their mask helps protect you if they are infected but do not have symptoms. Also ask them to wash their hands with soap and water or, if unavailable, use hand sanitizer with at least 60% alcohol when they enter your home, before and after helping your child (dressing, bathing/showering, transferring, toileting and/or diapering, feeding), after handling tissues, and after changing linens or doing laundry."
303,Discuss with the support care agencies and the providers ways to minimize risk for exposure to the virus that causes coronavirus.,"If your child or other persons in your household are sick with COVID-19 and are able to recover at home, inform your direct care providers and consider postponing or rescheduling services until the criteria for discontinuing home isolation have been met. Ask service providers if they are experiencing any symptoms of COVID-19, or if they have been in contact with someone who has COVID-19."
304,"Call your child’s healthcare provider if you have any concerns about your child’s medical conditions. If you need emergency help, call 911.","Learn if your child’s healthcare providers, including doctors and therapists, have new ways to be contacted or new ways of providing appointments."
305,"Learn if your child’s healthcare providers, including doctors and therapists, have new ways to be contacted or new ways of providing appointments.","Call your child’s healthcare provider if you have any concerns about your child’s medical conditions. If you need emergency help, call 911."
306,"Keep these items on hand and use them when venturing out: a mask, tissues, and a hand sanitizer with at least 60% alcohol, if possible. If possible, avoid others who are not wearing masks or ask others around you to wear masks. Delay or cancel a visit if you or your visitors have symptoms of coronavirus or have been exposed to someone with coronavirus in the last 14 days. Anyone who has had close contact with a person with coronavirus should stay home and monitor for symptoms.","Learn if your child’s healthcare providers, including doctors and therapists, have new ways to be contacted or new ways of providing appointments."
307,Emergency departments have infection prevention plans to protect you and your child from getting coronavirus if your child needs care for medical conditions not related to coronavirus. Do not delay getting emergency care for your child’s underlying condition or complex medical condition because you are afraid of getting exposed to coronavirus when visiting the healthcare setting.,"Keep these items on hand and use them when venturing out: a mask, tissues, and a hand sanitizer with at least 60% alcohol, if possible. If possible, avoid others who are not wearing masks or ask others around you to wear masks. Delay or cancel a visit if you or your visitors have symptoms of COVID-19 or have been exposed to someone with COVID-19 in the last 14 days. Anyone who has had close contact with a person with COVID-19 should stay home and monitor for symptoms."
308,"If you do not have care plans or an emergency notebook, try to make them. They typically include important information about your child’s medical conditions, how to manage those conditions, how to get in touch with your child’s doctors, allergies, information on medications (names, dosages, and administration instructions), preferences (food and other) or special needs, daily routines and activities, friends, and details about routines that are important to support behavioral and emotional health.",Emergency departments have infection prevention plans to protect you and your child from getting COVID-19 if your child needs care for medical conditions not related to COVID-19. Do not delay getting emergency care for your child’s underlying condition or complex medical condition because you are afraid of getting exposed to COVID-19 when visiting the healthcare setting.
309,Try to have at least one month of medication and medical supplies on hand. Some health plans allow for a 90-day supply of prescription medications. Consider discussing this option with your child’s healthcare provider.,"If you do not have care plans or an emergency notebook, try to make them. They typically include important information about your child’s medical conditions, how to manage those conditions, how to get in touch with your child’s doctors, allergies, information on medications (names, dosages, and administration instructions), preferences (food and other) or special needs, daily routines and activities, friends, and details about routines that are important to support behavioral and emotional health."
310,"If your child receives any support care services in the home that need to be continued, make plans for what you will do if those direct care providers get sick, or if persons in your household are sick.",Try to have at least one month of medication and medical supplies on hand. Some health plans allow for a 90-day supply of prescription medications. Consider discussing this option with your child’s healthcare provider.
311,"Identify potential alternative caregivers, if you or other regular caregivers become sick and are unable to care for your child. If possible, these alternative caregivers would not be at higher risk of severe illness from coronavirus themselves.","If your child receives any support care services in the home that need to be continued, make plans for what you will do if those direct care providers get sick, or if persons in your household are sick."
312,Continue your medicines and do not change your treatment plan without talking to your healthcare provider. Have at least a 30-day supply of prescription and non-prescription medicines. Do not delay getting emergency care for your underlying medical condition because of coronavirus. Emergency departments have contingency infection prevention plans to protect you from getting coronavirus if you need care.,"Identify potential alternative caregivers, if you or other regular caregivers become sick and are unable to care for your child. If possible, these alternative caregivers would not be at higher risk of severe illness from COVID-19 themselves."
313,"In addition to following the recommendations to prevent getting sick and running essential errands, families should take extra steps recommended for persons with higher risk of severe coronavirus illness and steps outlined for those with potential coronavirus exposure or confirmed illness.",Continue your medicines and do not change your treatment plan without talking to your healthcare provider. Have at least a 30-day supply of prescription and non-prescription medicines. Do not delay getting emergency care for your underlying medical condition because of COVID-19. Emergency departments have contingency infection prevention plans to protect you from getting COVID-19 if you need care.
314,It is important to continue taking care of your health and wellness.,"Continue your medications, and do not change your treatment plan without talking to your healthcare provider."
315,"Continue your medications, and do not change your treatment plan without talking to your healthcare provider.",It is important to continue taking care of your health and wellness.
316,Continue to manage your disease the way your healthcare provider has told you.,"Continue your medications, and do not change your treatment plan without talking to your healthcare provider."
317,Have at least a 2-week supply of all prescription and non-prescription medications.,Continue to manage your disease the way your healthcare provider has told you.
318,Talk to your healthcare provider about whether your vaccinations are up-to-date.,Have at least a 2-week supply of all prescription and non-prescription medications.
319,"Call your healthcare provider if you have any concerns about your medical conditions, if you get sick, or to find out about different ways you can connect with your healthcare provider for chronic disease management or other conditions.",Talk to your healthcare provider about whether your vaccinations are up-to-date.
320,Do not delay getting emergency care for your health problems or any health condition that requires immediate attention.,"Call your healthcare provider if you have any concerns about your medical conditions, if you get sick, or to find out about different ways you can connect with your healthcare provider for chronic disease management or other conditions."
321,"If you need emergency help, call 911. Emergency departments have infection prevention plans to protect you from getting coronavirus if you need care for your medical condition.",Do not delay getting emergency care for your health problems or any health condition that requires immediate attention.
322,"In healthcare settings across the United States, donated blood is a lifesaving, essential part of caring for patients. The need for donated blood is constant, and blood centers are open and in urgent need of donations. CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of coronavirus. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.","In healthcare settings across the United States, donated blood is a lifesaving, essential part of caring for patients. The need for donated blood is constant, and blood centers are open and in urgent need of donations. CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time."
323,Currently there is no evidence to suggest contact lens wearers are more at risk for acquiring coronavirus than eyeglass wearers.,People who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional.
324,People who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional.,Currently there is no evidence to suggest contact lens wearers are more at risk for acquiring COVID-19 than eyeglass wearers.
325,"Hydrogen peroxide-based systems for cleaning, disinfecting, and storing contact lenses should be effective against the virus that causes coronavirus. For other disinfection methods, such as multipurpose solution and ultrasonic cleaners, there is currently not enough scientific evidence to determine efficacy against the virus.","Contact lens wearers should continue to practice safe contact lens wear and care hygiene habits to help prevent against transmission of any contact lens-related infections, such as always washing hands with soap and water before handling lenses."
326,"Contact lens wearers should continue to practice safe contact lens wear and care hygiene habits to help prevent against transmission of any contact lens-related infections, such as always washing hands with soap and water before handling lenses.","Hydrogen peroxide-based systems for cleaning, disinfecting, and storing contact lenses should be effective against the virus that causes COVID-19. For other disinfection methods, such as multipurpose solution and ultrasonic cleaners, there is currently not enough scientific evidence to determine efficacy against the virus."
